,Month,species,Colony,temp,PR,PhotosyntheticCapacity,Monthly_GSR
564,8,OULA,3,30.0067,2.35483871,0.68,452
565,8,POR,1,30.0067,3.518518519,0.616,452
566,8,POR,2,30.0067,6.875,0.768,452
567,8,POR,3,30.0067,5.375,0.673,452
568,8,GALA,1,30.0067,3.04,0.504,452
569,8,GALA,2,30.0067,2.042253521,0.582,452
570,8,GALA,3,30.0067,2.479591837,0.633,452
571,8,ACRO,1,30.0067,3.739130435,0.54,452
572,8,ACRO,2,30.0067,3.214285714,0.635,452
573,8,ACRO,3,30.0067,3.62,0.62,452
574,8,MONT,1,30.0067,1.152777778,0.613,452
575,8,MONT,2,30.0067,2.161904762,0.561,452
576,8,MONT,3,30.0067,1.873417722,0.534,452
577,8,OULA,1,30.0067,4.307692308,0.78,452
578,8,OULA,2,30.0067,1.706896552,0.755,452
579,8,OULA,3,30.0067,2.435897436,0.588,452
580,8,POR,1,30.0067,3.771428571,0.689,452
581,8,POR,2,30.0067,4.285714286,0.8,452
582,8,POR,3,30.0067,6.925925926,0.616,452
583,8,GALA,1,30.0067,1.76056338,0.472,452
584,8,GALA,2,30.0067,1.826086957,0.584,452
585,8,GALA,3,30.0067,2.71641791,0.652,452
